company,date,year,month,close,Ratio,phan_ung,price_change_pct,sentiment_ratio_change_pct,price_idx,ratio_idx
VCS,2024-02-01,2024,2,53731.0,4.380952380952381,None,22.04,37.05,126.6344567522979,136.1539131191782
VCS,2024-03-01,2024,3,59692.0,4.380952380952381,None,22.04,37.05,140.6834786707518,136.1539131191782
VCS,2024-04-01,2024,4,52075.0,4.380952380952381,None,22.04,37.05,122.73155786000471,136.1539131191782
VCS,2024-05-01,2024,5,57374.0,4.380952380952381,None,22.04,37.05,135.2203629507424,136.1539131191782
VCS,2024-06-01,2024,6,62335.0,4.380952380952381,None,22.04,37.05,146.91256186660382,136.1539131191782
VCS,2024-07-01,2024,7,57077.0,4.380952380952381,None,22.04,37.05,134.52038651897243,136.1539131191782
VCS,2024-08-01,2024,8,56822.0,4.380952380952381,None,22.04,37.05,133.91939665331134,136.1539131191782
VCS,2024-09-01,2024,9,54872.0,4.380952380952381,None,22.04,37.05,129.32359179825593,136.1539131191782
VCS,2024-10-01,2024,10,53260.0,4.380952380952381,None,22.04,37.05,125.52439311807684,136.1539131191782
VCS,2024-11-01,2024,11,55805.0,4.380952380952381,None,22.04,37.05,131.52250765967474,136.1539131191782
VCS,2024-12-01,2024,12,55571.0,4.380952380952381,None,22.04,37.05,130.9710110770681,136.1539131191782
VCS,2025-01-01,2025,1,52333.0,4.544764795144157,None,-26.98,3.74,123.33961819467359,141.2449753518294
VCS,2025-02-01,2025,2,51370.0,4.544764795144157,None,-26.98,3.74,121.069997643177,141.2449753518294
VCS,2025-03-01,2025,3,50758.0,4.544764795144157,None,-26.98,3.74,119.62762196559038,141.2449753518294
VCS,2025-04-01,2025,4,40694.0,4.544764795144157,None,-26.98,3.74,95.90855526749941,141.2449753518294
VCS,2025-05-01,2025,5,43844.0,4.544764795144157,None,-26.98,3.74,103.3325477256658,141.2449753518294
VCS,2025-06-01,2025,6,43930.0,4.544764795144157,None,-26.98,3.74,103.53523450388874,141.2449753518294
VCS,2025-07-01,2025,7,44659.0,4.544764795144157,None,-26.98,3.74,105.2533584727787,141.2449753518294
VCS,2025-08-01,2025,8,44477.0,4.544764795144157,None,-26.98,3.74,104.82441668630686,141.2449753518294
VCS,2025-09-01,2025,9,43930.0,4.544764795144157,None,-26.98,3.74,103.53523450388874,141.2449753518294
VCS,2025-10-01,2025,10,43748.0,4.544764795144157,None,-26.98,3.74,103.10629271741692,141.2449753518294
VCS,2025-11-01,2025,11,42654.0,4.544764795144157,None,-26.98,3.74,100.52792835258073,141.2449753518294
VCS,2025-12-01,2025,12,40579.0,4.544764795144157,None,-26.98,3.74,95.63752062220128,141.2449753518294
VNM,2020-01-01,2020,1,64087.0,5.216138328530259,None,,,100.0,100.0
VNM,2020-02-01,2020,2,61724.0,5.216138328530259,None,,,96.31282475385024,100.0
VNM,2020-03-01,2020,3,53750.0,5.216138328530259,None,,,83.87036372431226,100.0
VNM,2020-04-01,2020,4,58475.0,5.216138328530259,None,,,91.2431538377518,100.0
VNM,2020-05-01,2020,5,67926.0,5.216138328530259,None,,,105.99029444349088,100.0
VNM,2020-06-01,2020,6,67437.0,5.216138328530259,None,,,105.22726918095712,100.0
VNM,2020-07-01,2020,7,64027.0,5.216138328530259,None,,,99.90637726840077,100.0
VNM,2020-08-01,2020,8,72404.0,5.216138328530259,None,,,112.97767097851359,100.0
VNM,2020-09-01,2020,9,79439.0,5.216138328530259,None,,,123.95493625852356,100.0
VNM,2020-10-01,2020,10,78782.0,5.216138328530259,None,,,122.92976734751197,100.0
VNM,2020-11-01,2020,11,78928.0,5.216138328530259,None,,,123.15758266107011,100.0
VNM,2020-12-01,2020,12,79366.0,5.216138328530259,None,,,123.84102860174451,100.0
VNM,2021-01-01,2021,1,75678.0,4.3470715835141,Trung thực,-17.46,-16.66,118.0863513661117,83.33888615908248
VNM,2021-02-01,2021,2,77150.0,4.3470715835141,Trung thực,-17.46,-16.66,120.38322904801286,83.33888615908248
VNM,2021-03-01,2021,3,72439.0,4.3470715835141,Trung thực,-17.46,-16.66,113.03228423861313,83.33888615908248
VNM,2021-04-01,2021,4,68831.0,4.3470715835141,Trung thực,-17.46,-16.66,107.4024373117793,83.33888615908248
VNM,2021-05-01,2021,5,66623.0,4.3470715835141,Trung thực,-17.46,-16.66,103.95712078892755,83.33888615908248
VNM,2021-06-01,2021,6,67378.0,4.3470715835141,Trung thực,-17.46,-16.66,105.13520682821789,83.33888615908248
VNM,2021-07-01,2021,7,64173.0,4.3470715835141,Trung thực,-17.46,-16.66,100.1341925819589,83.33888615908248
VNM,2021-08-01,2021,8,65141.99999999999,4.3470715835141,Trung thực,-17.46,-16.66,101.6461996972865,83.33888615908248
VNM,2021-09-01,2021,9,67937.0,4.3470715835141,Trung thực,-17.46,-16.66,106.00745861095074,83.33888615908248
VNM,2021-10-01,2021,10,68771.0,4.3470715835141,Trung thực,-17.46,-16.66,107.30881458018007,83.33888615908248
VNM,2021-11-01,2021,11,66420.0,4.3470715835141,Trung thực,-17.46,-16.66,103.64036388035014,83.33888615908248
